Curso,Disciplina,Código turma,Sigla disciplina,Horário Teoria,Horário Prática,Campus,Turno,Vagas,Reserva,Docente Teoria,Docente Teoria 2,Docente Teoria 3,Docente Prática,Docente Prática 2,Inglês,Espanhol,SIGLA,DISCIPLINA,TPEI,RECOMENDAÇÃO,OBJETIVOS,METODOLOGIA EXTENSIONISTA,EMENTA,BIBLIOGRAFIA BÁSICA,BIBLIOGRAFIA COMPLEMENTAR
BACHARELADO EM BIOTECNOLOGIA,FARMACOLOGIA,NA1NHZ1027-15SA,NHZ1027-15,"terça das 19:00 às 21:00, sala S-209-0, semanal , quinta das 21:00 às 23:00, sala S-209-0, semanal ","terça das 21:00 às 23:00, sala 404-3, semanal ",SA,Noturno,30,,FABIANA MEDEIROS DA SILVA,,,FULVIO RIELI MENDES,,Não,Não,NHZ1027-15,Farmacologia,4-2-0-4,"Bioquímica: estrutura, propriedade e funções de biomoléculas",,Não se aplica,"Estudo dos fármacos que afetam os principais sistemas corporais, noções de farmacocinética, farmacodinâmica, terapêutica e eficácia farmacológica.","KESTER, Mark et al. Farmacologia. Rio de Janeiro: Elsevier, 2008. 263 p. (Série Elsevier de formação básica integrada).
LEHNINGER, Albert L; NELSON, David L; COX, Michael M. Princípios de bioquímica. 4. ed. São Paulo: Sarvier, 2006. 1202 p.
RANG, H. P; DALE, M. Maureen; RITTER, James. Farmacologia. 4. ed. Rio de Janeiro: Guanabara Koogan, c2001. xii, 703 p.","BRUNTON, Laurence L; LAZO, John S; PARKER, Keith L. Goodman & Gilman's The pharmacological basis of therapeutics. 11. ed. New York: McGraw-Hill, c2006. xxiii, 2021 p.
HOPKINS, William G; HÜNER, Norman P A. Introduction to plant physiology. 3. ed. New Jersey: John Wiley & Sons, c2004. 560 p.
STAHL, Stephen M. Stahl's essential psychopharmacology: neuroscientific basis and practical applications. 3. ed. Cambridge: Cambridge, 2008. 1117 p.
THOMAS, Gareth. Química medicinal: uma introdução. Rio de Janeiro: Guanabara Koogan, c2003. x, 413 p.
VARDANYAN, Ruben; HRUBY VICTOR. Synthesis of essential drugs. New York: Elsevier, 2006. 617 p."
BACHARELADO EM BIOTECNOLOGIA,GENÔMICA E PÓS-GENÔMICA,DA1NHZ6010-18SA,NHZ6010-18,"terça das 08:00 às 10:00, sala S-504, semanal , quinta das 08:00 às 10:00, sala S-504, semanal ","quinta das 10:00 às 12:00, sala L703, semanal ",SA,Matutino,30,,NATHALIA DE SETTA COSTA,,,MARCELLA PECORA MILAZZOTTO,,Não,Não,NHZ6010-18,Genômica e Pós-Genômica,4-2-0-6,Biologia Celular; Biologia Molecular e Biotecnologia,"Tecnologia do DNA recombinante, sequenciamento de DNA e RNA de última geração (genômica e transcriptomica). Tecnologias pós genômicas: proteoma, lipidoma, metaboloma, metagenoma, epigenoma esecretoma. Análises em rede de dados.Referências bibliográficas básicas.",Não se aplica,Apresentar uma visão global dos genomas de maneira individual e integrada. Compreender a relação entre genômica e estudos pós genômicos.,"GARCÍA-CAÑAS, V. et al.  Applications of Advanced Omics Technologies:From Genes to Metabolites, Volume 64, Elsevier, Amsterdam, 2014. 496 p.
GRIFFITHS A. F. et al. Introdução à Genética. Ed. Guanabara Koogan, Rio de Janeiro, 2016. 780 p.
MIR L. Genômica. Ed. Atheneu, São Paulo, 2004. 1114 p."," PEVSNER, J. Bioinformatics and functional genomics. Ed. Wiley-Blackwell, Hoboken, NJ, 2016. 1160 p. 
 DZIUDA, D. M. - Data mining for genomics and proteomics : analysis of gene and protein expression data. Wiley - Interscience, Hoboken, NJ, 2010. 336 p.
 RUSSO, J. - Role of the Transcriptome in Breast Cancer Prevention. Livro digital disponível em: http://dx.doi.org/10.1007/978-1-4614-4884-6
 CHO, W. C. S. - An Omics Perspective on Cancer Research. Livro digital disponível em : http://dx.doi.org/10.1007/978-90-481-2675-0
 LAROSE, D. T. & LAROSE, C. D. Data Mining and Predictive Analytics (Wiley Series on Methods and Applications in Data Mining). Ed. Wiley, Hoboken, NJ, 2015. 824 p"
BACHARELADO EM BIOTECNOLOGIA,GENÔMICA E PÓS-GENÔMICA,NA1NHZ6010-18SA,NHZ6010-18,"terça das 19:00 às 21:00, sala S-502, semanal , quinta das 19:00 às 21:00, sala S-504, semanal ","quinta das 21:00 às 23:00, sala L703, semanal ",SA,Noturno,30,,MILCA RACHEL DA COSTA RIBEIRO LINS,,,MILCA RACHEL DA COSTA RIBEIRO LINS,,Não,Não,NHZ6010-18,Genômica e Pós-Genômica,4-2-0-6,Biologia Celular; Biologia Molecular e Biotecnologia,"Tecnologia do DNA recombinante, sequenciamento de DNA e RNA de última geração (genômica e transcriptomica). Tecnologias pós genômicas: proteoma, lipidoma, metaboloma, metagenoma, epigenoma esecretoma. Análises em rede de dados.Referências bibliográficas básicas.",Não se aplica,Apresentar uma visão global dos genomas de maneira individual e integrada. Compreender a relação entre genômica e estudos pós genômicos.,"GARCÍA-CAÑAS, V. et al.  Applications of Advanced Omics Technologies:From Genes to Metabolites, Volume 64, Elsevier, Amsterdam, 2014. 496 p.
GRIFFITHS A. F. et al. Introdução à Genética. Ed. Guanabara Koogan, Rio de Janeiro, 2016. 780 p.
MIR L. Genômica. Ed. Atheneu, São Paulo, 2004. 1114 p."," PEVSNER, J. Bioinformatics and functional genomics. Ed. Wiley-Blackwell, Hoboken, NJ, 2016. 1160 p. 
 DZIUDA, D. M. - Data mining for genomics and proteomics : analysis of gene and protein expression data. Wiley - Interscience, Hoboken, NJ, 2010. 336 p.
 RUSSO, J. - Role of the Transcriptome in Breast Cancer Prevention. Livro digital disponível em: http://dx.doi.org/10.1007/978-1-4614-4884-6
 CHO, W. C. S. - An Omics Perspective on Cancer Research. Livro digital disponível em : http://dx.doi.org/10.1007/978-90-481-2675-0
 LAROSE, D. T. & LAROSE, C. D. Data Mining and Predictive Analytics (Wiley Series on Methods and Applications in Data Mining). Ed. Wiley, Hoboken, NJ, 2015. 824 p"
BACHARELADO EM BIOTECNOLOGIA,PRÁTICAS EXTENSIONISTAS EM BIOTECNOLOGIA,DA1NHBT005-23SA,NHBT005-23,,"quarta das 10:00 às 13:00, sala L502, semanal ",SA,Matutino,30,,JOANA MONTEZANO MARQUES,,,JOANA MONTEZANO MARQUES,,Não,Não,NHBT005-23,Práticas Extensionistas em Biotecnologia,2-1-3-8,Não há,"A disciplina visa o engajamento dos discentes – ainda que de forma indireta - no planejamento, elaboração e/ou execução de ações que envolvam a comunidade externa e propaguem ciência, de modo que a biotecnologia seja o meio para sanar dúvidas e conceitos errôneos e/ou resolver problemas da comunidade externa. É importante ressaltar que a disciplina também visa a troca de saberes entre os discentes e o público extensionista.","Os discentes irão desenvolver as seguintes atividades:
- Familiarização com a estrutura e etapas de uma ação de extensão universitária e/ou tecnológica;
- Contato com projetos de extensão universitária e/ou tecnológica em andamento relacionados à área de biotecnologia, e; 
- Participação no planejamento e/ou desenvolvimento de uma ação de extensão universitária e/ou tecnológica.
Os discentes serão protagonistas no desenvolvimento de projetos previamente vinculados à ProEC ou à Inova, ampliando suas habilidades socioemocionais (soft skills) em trabalhos de grupo e de interação social com a comunidade. Para isso, será realizado um conjunto articulado de ações que visem interação transformadora com o indivíduo ou comunidade na qual a ação está sendo executada.
O docente da disciplina será um facilitador da interação do discente com o projeto de extensão universitária ou tecnológica. 
O público-alvo e local de execução das atividades extensionistas serão determinados pela natureza das ações escolhidas pelos discentes.
O componente adicional (12h) apontado na Carga horária extensionista se refere à carga horária desenvolvida pelo discente em atividades do projeto de extensão universitária e/ou tecnológica ao qual está vinculado.
A disciplina contribuirá com a resolução de problemas-alvo das ações às quais os discentes estarão vinculados e permitirá a aproximação do público-alvo com uma instituição científico-acadêmica. Por outro lado, a UFABC será beneficiada pela aquisição de reconhecimento social, difusão de suas atividades de pesquisa para a comunidade não-científica e pela formação de docentes, discentes e técnicos administrativos na esfera da Extensão Universitária.","Participação em ação de extensão universitária ou tecnológica, como colaborador eventual, em áreas da biotecnologia ou afins, através da interação com a comunidade externa, identificação do problema e realização de propostas e/ou execução de ações que contribuam para resolver problemas da comunidade.","FREIRE, Paulo. Extensão e comunicação? Rio de Janeiro: Paz e Terra, 1977.
GUIMARAES, Eduardo (org.). Produção e Circulação do Conhecimento. Campinas: Pontes; São Paulo.
SÍVERES, Luiz. A Extensão universitária como um princípio de aprendizagem. Brasília: Liber Livro, 2013. 272 p. 17. Disponível em: https://unesdoc.unesco.org/ark:/48223/pf0000232083",Não há
BACHARELADO EM BIOTECNOLOGIA,PRÁTICAS EXTENSIONISTAS EM BIOTECNOLOGIA,NA1NHBT005-23SA,NHBT005-23,,"quarta das 18:00 às 21:00, sala L502, semanal ",SA,Noturno,30,,PAULO RICARDO FRANCO MARCELINO,,,PAULO RICARDO FRANCO MARCELINO,,Não,Não,NHBT005-23,Práticas Extensionistas em Biotecnologia,2-1-3-8,Não há,"A disciplina visa o engajamento dos discentes – ainda que de forma indireta - no planejamento, elaboração e/ou execução de ações que envolvam a comunidade externa e propaguem ciência, de modo que a biotecnologia seja o meio para sanar dúvidas e conceitos errôneos e/ou resolver problemas da comunidade externa. É importante ressaltar que a disciplina também visa a troca de saberes entre os discentes e o público extensionista.","Os discentes irão desenvolver as seguintes atividades:
- Familiarização com a estrutura e etapas de uma ação de extensão universitária e/ou tecnológica;
- Contato com projetos de extensão universitária e/ou tecnológica em andamento relacionados à área de biotecnologia, e; 
- Participação no planejamento e/ou desenvolvimento de uma ação de extensão universitária e/ou tecnológica.
Os discentes serão protagonistas no desenvolvimento de projetos previamente vinculados à ProEC ou à Inova, ampliando suas habilidades socioemocionais (soft skills) em trabalhos de grupo e de interação social com a comunidade. Para isso, será realizado um conjunto articulado de ações que visem interação transformadora com o indivíduo ou comunidade na qual a ação está sendo executada.
O docente da disciplina será um facilitador da interação do discente com o projeto de extensão universitária ou tecnológica. 
O público-alvo e local de execução das atividades extensionistas serão determinados pela natureza das ações escolhidas pelos discentes.
O componente adicional (12h) apontado na Carga horária extensionista se refere à carga horária desenvolvida pelo discente em atividades do projeto de extensão universitária e/ou tecnológica ao qual está vinculado.
A disciplina contribuirá com a resolução de problemas-alvo das ações às quais os discentes estarão vinculados e permitirá a aproximação do público-alvo com uma instituição científico-acadêmica. Por outro lado, a UFABC será beneficiada pela aquisição de reconhecimento social, difusão de suas atividades de pesquisa para a comunidade não-científica e pela formação de docentes, discentes e técnicos administrativos na esfera da Extensão Universitária.","Participação em ação de extensão universitária ou tecnológica, como colaborador eventual, em áreas da biotecnologia ou afins, através da interação com a comunidade externa, identificação do problema e realização de propostas e/ou execução de ações que contribuam para resolver problemas da comunidade.","FREIRE, Paulo. Extensão e comunicação? Rio de Janeiro: Paz e Terra, 1977.
GUIMARAES, Eduardo (org.). Produção e Circulação do Conhecimento. Campinas: Pontes; São Paulo.
SÍVERES, Luiz. A Extensão universitária como um princípio de aprendizagem. Brasília: Liber Livro, 2013. 272 p. 17. Disponível em: https://unesdoc.unesco.org/ark:/48223/pf0000232083",Não há
BACHARELADO EM BIOTECNOLOGIA,PRINCÍPIOS DE FISIOLOGIA PARA BIOTECNOLOGIA,DA1NHBT003-23SA,NHBT003-23,"sexta das 08:00 às 10:00, sala S-214-0, semanal , terça das 08:00 às 10:00, sala S-214-0, semanal ","terça das 10:00 às 12:00, sala 402-3, semanal ",SA,Matutino,30,,MARCELA SORELLI CARNEIRO RAMOS,,,MARCELA SORELLI CARNEIRO RAMOS,,Não,Não,NHBT003-23,Princípios de Fisiologia para Biotecnologia,4-2-0-4,"Transformações Químicas; Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas; Biologia Celular; Genética I","Ao final da disciplina, o aluno deverá demonstrar o aprendizado de conceitos básicos de Fisiologia no que se refere aos mecanismos associados ao adequado funcionamento de órgãos e sistemas humanos e de modelos experimentais utilizados em Biotecnologia.Objetivos específicos:1.Reconhecer os principais conceitos de Fisiologia;2.Demonstrar o aprendizado dos mecanismos associados ao adequado funcionamento de órgãos e sistemas;3.Identificar o aparecimento de doenças decorrentes da perda da homeostasia do organismo;4.Reconhecer métodos científicos e modelos experimentais utilizados para o entendimento de mecanismos fisiológicos e como estes podem auxiliar no desenvolvimento biotecnológico.",Não se aplica,"Apresentar os conceitos fisiológicos dos diferentes sistemas orgânicos do ser humano. Descrever modelos e ferramentas experimentais utilizados no estudo dos distintos sistemas, a partir de uma abordagem biotecnológica.","AIRES, M.M. Fisiologia. 3. ed. Rio de Janeiro: Guanabara Koogan, 2008.
GUYTON, A.C. Fisiologia Humana. 6. ed. Rio de Janeiro: Guanabara Koogan, 2011.
RESENDE, R.R. (org). Biotecnologia aplicada à saúde: fundamentos e aplicações (v. 2). 1. ed. São Paulo: Blucher, 2015.","CONSTANZO, L.S. Fisiologia. 4. ed. Rio de Janeiro: Guanabara Koogan, 2010.
BERNE, R.M.; LEVY, M.N.; KOEPPEN, B.M.; STANTON, B.A. Fisiologia. 5. ed. Rio de Janeiro: Elsevier, 2004.
GANONG, W.F. Fisiologia médica. 17. ed. Rio de Janeiro: Prentice-Hall do Brasil, 1998.
RESENDE, R.R. (org). Biotecnologia aplicada à saúde: fundamentos e aplicações (v. 3). 1. ed. São Paulo: Blucher, 2016.
TORTORA, G.J. Princípios de anatomia e fisiologia. 9. ed. Rio de Janeiro: Guanabara Koogan, 2008."
BACHARELADO EM BIOTECNOLOGIA,PRINCÍPIOS DE FISIOLOGIA PARA BIOTECNOLOGIA,NA1NHBT003-23SA,NHBT003-23,"sexta das 19:00 às 21:00, sala S-307-3, semanal , terça das 19:00 às 21:00, sala S-307-3, semanal ","terça das 21:00 às 23:00, sala 402-3, semanal ",SA,Noturno,30,,CRISTINA RIBAS FURSTENAU,,,CRISTINA RIBAS FURSTENAU,,Não,Não,NHBT003-23,Princípios de Fisiologia para Biotecnologia,4-2-0-4,"Transformações Químicas; Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas; Biologia Celular; Genética I","Ao final da disciplina, o aluno deverá demonstrar o aprendizado de conceitos básicos de Fisiologia no que se refere aos mecanismos associados ao adequado funcionamento de órgãos e sistemas humanos e de modelos experimentais utilizados em Biotecnologia.Objetivos específicos:1.Reconhecer os principais conceitos de Fisiologia;2.Demonstrar o aprendizado dos mecanismos associados ao adequado funcionamento de órgãos e sistemas;3.Identificar o aparecimento de doenças decorrentes da perda da homeostasia do organismo;4.Reconhecer métodos científicos e modelos experimentais utilizados para o entendimento de mecanismos fisiológicos e como estes podem auxiliar no desenvolvimento biotecnológico.",Não se aplica,"Apresentar os conceitos fisiológicos dos diferentes sistemas orgânicos do ser humano. Descrever modelos e ferramentas experimentais utilizados no estudo dos distintos sistemas, a partir de uma abordagem biotecnológica.","AIRES, M.M. Fisiologia. 3. ed. Rio de Janeiro: Guanabara Koogan, 2008.
GUYTON, A.C. Fisiologia Humana. 6. ed. Rio de Janeiro: Guanabara Koogan, 2011.
RESENDE, R.R. (org). Biotecnologia aplicada à saúde: fundamentos e aplicações (v. 2). 1. ed. São Paulo: Blucher, 2015.","CONSTANZO, L.S. Fisiologia. 4. ed. Rio de Janeiro: Guanabara Koogan, 2010.
BERNE, R.M.; LEVY, M.N.; KOEPPEN, B.M.; STANTON, B.A. Fisiologia. 5. ed. Rio de Janeiro: Elsevier, 2004.
GANONG, W.F. Fisiologia médica. 17. ed. Rio de Janeiro: Prentice-Hall do Brasil, 1998.
RESENDE, R.R. (org). Biotecnologia aplicada à saúde: fundamentos e aplicações (v. 3). 1. ed. São Paulo: Blucher, 2016.
TORTORA, G.J. Princípios de anatomia e fisiologia. 9. ed. Rio de Janeiro: Guanabara Koogan, 2008."
BACHARELADO EM BIOTECNOLOGIA,PROTEÍNAS RECOMBINANTES,DA1NHZ6006-18SA,NHZ6006-18,"terça das 10:00 às 12:00, sala A-110-0, semanal ","sexta das 08:00 às 10:00, sala 404-3, semanal ",SA,Matutino,30,,SERGIO DAISHI SASAKI,,,SERGIO DAISHI SASAKI,,Não,Não,NHZ6006-18,Proteínas Recombinantes,2-2-0-4,"Biologia Molecular e Biotecnologia; Bioquímica: estrutura, propriedades e funções de biomoléculas; Microbiologia","Estrutura de Aminoácidos e proteínas. Biologia molecular aplicada à obtenção de proteínas recombinantes. Técnicas para extração, purificação e caracterização de proteínas (cromatografia, eletroforese, cristalografia, etc). Aplicações de proteínas recombinantes.",Não se aplica,"Conhecer a estrutura das proteínas e suas funções, bem como processos para obtenção de proteínas recombinantes e métodos de extração, purificação e caracterização.","ALBERTS, B. et al. Biologia Molecular da Célula. Porto Alegre: Artmed, 2010. 1396 p.
COOPER G. M.; HAUSMAN, R. E. A Célula. Uma abordagem molecular. Porto Alegre: Artmed, 2006. 736p.
LODISH, H. F., et al. Molecular Cell Biology. New York: W. H. Freeman, 2008.  1150p. ","BONNER, P. L. R. Protein Purification.  New York: Taylor & Francis, 2007. 190 p.
DOYLE, S.A. High throughput protein expression and purification: methods and protocols.  New York: Humana Press, 2008. 322 p.
REMIÃO, J. O. R. et al. Bioquímica. Guia de aulas práticas. Porto Alegre: PUCRS, 2003. 214 p. 
VO-DINH, T. Protein Nanotechnology: protocols, instrumentation and applications. New York: Humana Press, 2005. 463 p.
WHEELWRIGHT, S. M. Protein purification : design and scale up of downstream processing. New York: Hanser Publishers, 1991. 228 p."
BACHARELADO EM BIOTECNOLOGIA,PROTEÍNAS RECOMBINANTES,NA1NHZ6006-18SA,NHZ6006-18,"terça das 21:00 às 23:00, sala A-110-0, semanal ","sexta das 19:00 às 21:00, sala 404-3, semanal ",SA,Noturno,30,,TALES ALEXANDRE DA COSTA E SILVA,,,TALES ALEXANDRE DA COSTA E SILVA,,Não,Não,NHZ6006-18,Proteínas Recombinantes,2-2-0-4,"Biologia Molecular e Biotecnologia; Bioquímica: estrutura, propriedades e funções de biomoléculas; Microbiologia","Estrutura de Aminoácidos e proteínas. Biologia molecular aplicada à obtenção de proteínas recombinantes. Técnicas para extração, purificação e caracterização de proteínas (cromatografia, eletroforese, cristalografia, etc). Aplicações de proteínas recombinantes.",Não se aplica,"Conhecer a estrutura das proteínas e suas funções, bem como processos para obtenção de proteínas recombinantes e métodos de extração, purificação e caracterização.","ALBERTS, B. et al. Biologia Molecular da Célula. Porto Alegre: Artmed, 2010. 1396 p.
COOPER G. M.; HAUSMAN, R. E. A Célula. Uma abordagem molecular. Porto Alegre: Artmed, 2006. 736p.
LODISH, H. F., et al. Molecular Cell Biology. New York: W. H. Freeman, 2008.  1150p. ","BONNER, P. L. R. Protein Purification.  New York: Taylor & Francis, 2007. 190 p.
DOYLE, S.A. High throughput protein expression and purification: methods and protocols.  New York: Humana Press, 2008. 322 p.
REMIÃO, J. O. R. et al. Bioquímica. Guia de aulas práticas. Porto Alegre: PUCRS, 2003. 214 p. 
VO-DINH, T. Protein Nanotechnology: protocols, instrumentation and applications. New York: Humana Press, 2005. 463 p.
WHEELWRIGHT, S. M. Protein purification : design and scale up of downstream processing. New York: Hanser Publishers, 1991. 228 p."
BACHARELADO EM BIOTECNOLOGIA,TRABALHO DE CONCLUSÃO DE CURSO DE BIOTECNOLOGIA,DA1NHZ6014-18SA,NHZ6014-18,"segunda das 10:00 às 12:00, sala S-308-3, semanal ",,SA,Matutino,30,,DANILO TRABUCO DO AMARAL,,,,,Não,Não,,,,,,,,,
BACHARELADO EM BIOTECNOLOGIA,TRABALHO DE CONCLUSÃO DE CURSO DE BIOTECNOLOGIA,NA1NHZ6014-18SA,NHZ6014-18,"segunda das 21:00 às 23:00, sala S-308-3, semanal ",,SA,Noturno,30,,TALES ALEXANDRE DA COSTA E SILVA,,,,,Não,Não,,,,,,,,,
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO,ALGORITMOS E ESTRUTURAS DE DADOS I,DA1MCCC001-23SA,MCCC001-23,"quarta das 08:00 às 10:00, sala S - 306-1, semanal ","sexta das 10:00 às 12:00, sala 405-2, semanal ",SA,Matutino,45,,MONAEL PINHEIRO RIBEIRO,,,MONAEL PINHEIRO RIBEIRO,,Não,Não,MCCC001-23,Algoritmos e Estruturas de Dados I,2-2-0-6,Programação Estruturada; Processamento da Informação,"Apresentar estruturas de dados básicas lineares e as não-lineares, algoritmos básicos para suas manipulações, assim como as suas aplicações: listas duplamente ligadas e circulares, pilhas, filas, filas de prioridade e árvores de busca e balanceadas. Introduzir noções básicas de complexidade de algoritmos e discutir, sem a necessidade de muito rigor formal, os tempos de execução dos algoritmos estudados. Apresentar os algoritmos não-elementares e não-quadráticos de ordenação. Discutir sobre a importância da escolha adequada das estruturas de dados e algoritmos para a resolução de problemas de maneira eficiente. Ao concluir esse curso, espera-se que o discente: compreenda o funcionamento das estruturas de da dos e algoritmos apresentados ao longo do curso; que ele tenha noções dos custos computacionais envolvidos em tais operações e que tenha demonstrado capacidade de implementar tais algoritmos e estruturas de dados em uma linguagem de programação de alto nível.",Não se aplica,"Noções básicas de análise de complexidade de tempo e espaço para algoritmos iterativos e recursivos e estruturas de dados. Listas duplamente ligadas e circulares. Pilhas, filas e filas de prioridades (heap). Algoritmos não-elementares de ordenação: Heapsort, Mergesort e Quicksort. Árvores binárias e árvores binárias de busca. Árvores balanceadas: AVL e/ou Rubro-negra.","CORMEN, Thomas H.; LEISERSON, Charles E.; RIVEST, Ronald L.; STEIN, Clifford. Algoritmos: teoria e prática. Rio de Janeiro, RJ: Elsevier, 2012. 926 p.
SEDGEWICK, Robert. Algorithms in C, Parts 1-4: Fundamentals, Data Structure, Sorting, Searching. 3. ed. Reading, USA: Addison-Wesley Publishing, 1998. 702 p.
SZWARCFITER, Jayme L.; MARKENZON, Lilian. Estruturas de dados e seus algoritmos. 3. ed. Rio de Janeiro, RJ: LTC, 2010. 302 p.","FEOFILOFF, Paulo. Algoritmos Em Linguagem C. Rio de Janeiro, RJ: Elsevier, 2009. 208 p. 
 SEDGEWICK, Robert; WAYNE, Kevin. Algorithms. 4. ed. Boston, USA: Addison-Wesley, 2011. 955 p. 
SCHILDT, H. C completo e total. 3. ed. São Paulo/SP: Makron Books, 1997. 
TENEMBAUM, A. M.; LANGSAM, Y.; AUGENSTEIN, M. J. Estruturas de dados usando C. São Paulo/SP: Pearson Education do Brasil, 1995.
ZIVIANI, N. Projeto de algoritmos com implementação em Java e C++. São Paulo/SP: Thompson Learning, 2007. 621 p."
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO,ALGORITMOS E ESTRUTURAS DE DADOS I,DA2MCCC001-23SA,MCCC001-23,"quarta das 08:00 às 10:00, sala S-306-2, semanal ","sexta das 10:00 às 12:00, sala 407-2, semanal ",SA,Matutino,45,,FABRICIO OLIVETTI DE FRANCA,,,FABRICIO OLIVETTI DE FRANCA,,Não,Não,MCCC001-23,Algoritmos e Estruturas de Dados I,2-2-0-6,Programação Estruturada; Processamento da Informação,"Apresentar estruturas de dados básicas lineares e as não-lineares, algoritmos básicos para suas manipulações, assim como as suas aplicações: listas duplamente ligadas e circulares, pilhas, filas, filas de prioridade e árvores de busca e balanceadas. Introduzir noções básicas de complexidade de algoritmos e discutir, sem a necessidade de muito rigor formal, os tempos de execução dos algoritmos estudados. Apresentar os algoritmos não-elementares e não-quadráticos de ordenação. Discutir sobre a importância da escolha adequada das estruturas de dados e algoritmos para a resolução de problemas de maneira eficiente. Ao concluir esse curso, espera-se que o discente: compreenda o funcionamento das estruturas de da dos e algoritmos apresentados ao longo do curso; que ele tenha noções dos custos computacionais envolvidos em tais operações e que tenha demonstrado capacidade de implementar tais algoritmos e estruturas de dados em uma linguagem de programação de alto nível.",Não se aplica,"Noções básicas de análise de complexidade de tempo e espaço para algoritmos iterativos e recursivos e estruturas de dados. Listas duplamente ligadas e circulares. Pilhas, filas e filas de prioridades (heap). Algoritmos não-elementares de ordenação: Heapsort, Mergesort e Quicksort. Árvores binárias e árvores binárias de busca. Árvores balanceadas: AVL e/ou Rubro-negra.","CORMEN, Thomas H.; LEISERSON, Charles E.; RIVEST, Ronald L.; STEIN, Clifford. Algoritmos: teoria e prática. Rio de Janeiro, RJ: Elsevier, 2012. 926 p.
SEDGEWICK, Robert. Algorithms in C, Parts 1-4: Fundamentals, Data Structure, Sorting, Searching. 3. ed. Reading, USA: Addison-Wesley Publishing, 1998. 702 p.
SZWARCFITER, Jayme L.; MARKENZON, Lilian. Estruturas de dados e seus algoritmos. 3. ed. Rio de Janeiro, RJ: LTC, 2010. 302 p.","FEOFILOFF, Paulo. Algoritmos Em Linguagem C. Rio de Janeiro, RJ: Elsevier, 2009. 208 p. 
 SEDGEWICK, Robert; WAYNE, Kevin. Algorithms. 4. ed. Boston, USA: Addison-Wesley, 2011. 955 p. 
SCHILDT, H. C completo e total. 3. ed. São Paulo/SP: Makron Books, 1997. 
TENEMBAUM, A. M.; LANGSAM, Y.; AUGENSTEIN, M. J. Estruturas de dados usando C. São Paulo/SP: Pearson Education do Brasil, 1995.
ZIVIANI, N. Projeto de algoritmos com implementação em Java e C++. São Paulo/SP: Thompson Learning, 2007. 621 p."
BACHARELADO EM CIÊNCIA DA COMPUTAÇÃO,ALGORITMOS E ESTRUTURAS DE DADOS I,NA1MCCC001-23SA,MCCC001-23,"quarta das 19:00 às 21:00, sala S - 306-1, semanal ","sexta das 21:00 às 23:00, sala 405-2, semanal ",SA,Noturno,45,,DIOGO SANTANA MARTINS,,,DIOGO SANTANA MARTINS,,Não,Não,MCCC001-23,Algoritmos e Estruturas de Dados I,2-2-0-6,Programação Estruturada; Processamento da Informação,"Apresentar estruturas de dados básicas lineares e as não-lineares, algoritmos básicos para suas manipulações, assim como as suas aplicações: listas duplamente ligadas e circulares, pilhas, filas, filas de prioridade e árvores de busca e balanceadas. Introduzir noções básicas de complexidade de algoritmos e discutir, sem a necessidade de muito rigor formal, os tempos de execução dos algoritmos estudados. Apresentar os algoritmos não-elementares e não-quadráticos de ordenação. Discutir sobre a importância da escolha adequada das estruturas de dados e algoritmos para a resolução de problemas de maneira eficiente. Ao concluir esse curso, espera-se que o discente: compreenda o funcionamento das estruturas de da dos e algoritmos apresentados ao longo do curso; que ele tenha noções dos custos computacionais envolvidos em tais operações e que tenha demonstrado capacidade de implementar tais algoritmos e estruturas de dados em uma linguagem de programação de alto nível.",Não se aplica,"Noções básicas de análise de complexidade de tempo e espaço para algoritmos iterativos e recursivos e estruturas de dados. Listas duplamente ligadas e circulares. Pilhas, filas e filas de prioridades (heap). Algoritmos não-elementares de ordenação: Heapsort, Mergesort e Quicksort. Árvores binárias e árvores binárias de busca. Árvores balanceadas: AVL e/ou Rubro-negra.","CORMEN, Thomas H.; LEISERSON, Charles E.; RIVEST, Ronald L.; STEIN, Clifford. Algoritmos: teoria e prática. Rio de Janeiro, RJ: Elsevier, 2012. 926 p.
SEDGEWICK, Robert. Algorithms in C, Parts 1-4: Fundamentals, Data Structure, Sorting, Searching. 3. ed. Reading, USA: Addison-Wesley Publishing, 1998. 702 p.
SZWARCFITER, Jayme L.; MARKENZON, Lilian. Estruturas de dados e seus algoritmos. 3. ed. Rio de Janeiro, RJ: LTC, 2010. 302 p.","FEOFILOFF, Paulo. Algoritmos Em Linguagem C. Rio de Janeiro, RJ: Elsevier, 2009. 208 p. 
 SEDGEWICK, Robert; WAYNE, Kevin. Algorithms. 4. ed. Boston, USA: Addison-Wesley, 2011. 955 p. 
SCHILDT, H. C completo e total. 3. ed. São Paulo/SP: Makron Books, 1997. 
TENEMBAUM, A. M.; LANGSAM, Y.; AUGENSTEIN, M. J. Estruturas de dados usando C. São Paulo/SP: Pearson Education do Brasil, 1995.
ZIVIANI, N. Projeto de algoritmos com implementação em Java e C++. São Paulo/SP: Thompson Learning, 2007. 621 p."
